"","YEAR","SERIAL","MONTH","HWTFINL","CPSID","ASECFLAG","HFLAG","ASECWTH","HHINTYPE","CPI99","REGION","STATEFIP","METRO","METAREA","COUNTY","METFIPS","INDIVIDCC","HHINCOME","HOUSRET","PROPTAX","PUBHOUS","RENTSUB","HEATSUB","HEATVAL","FOODSTMP","STAMPNO","STAMPMO","ATELUNCH","LUNCHSUB","FRELUNCH","STAMPVAL","FAMINC","UNITSSTR","PHONE","ASECOVERH","HRHHID","HRHHID2","HSEQ","INTTYPE","PERNUM","WTFINL","CPSIDP","ASECWT","RELATE","AGE","SEX","RACE","EMPSTAT","LABFORCE","CLASSWKR","ABSENT","WKSTAT","EDUC","SCHLCOLL","DIFFANY","FTOTVAL","INCTOT"
"1106",2018,76345,3,NA,0,1,NA,1583.43,1,0.68,41,4,2,6201,4013,38060,1,20000,0,0,1,1,1,0,1,0,0,4,1,4,0,500,11,3,1,71247067500546,8011,76345,NA,2,NA,0,1708.8,301,18,1,100,34,1,0,1,99,71,5,1,20000,0
"1107",2018,76779,3,NA,0,1,NA,1758.04,1,0.68,41,4,3,8520,4019,46060,0,131013,0,0,1,1,1,0,1,0,0,99,0,99,0,842,11,3,1,306010877410518,8011,76779,NA,1,NA,0,1758.04,101,40,1,300,10,2,25,0,11,91,5,1,131013,65006
"1108",2018,77180,3,NA,0,1,NA,865.29,1,0.68,41,49,3,5801,0,36260,0,125561,1839,1900,0,0,1,0,1,0,0,1,2,0,0,842,11,3,1,494257110800504,6011,77180,NA,4,NA,0,749.7,301,5,1,100,0,0,0,0,99,1,0,0,125561,999999999
"1109",2018,77387,3,NA,20170206615900,1,NA,616.71,1,0.68,41,49,3,6520,0,39340,0,130205,10296,2900,0,0,1,0,2,6,12,99,0,99,4500,820,11,3,0,410107184442229,6011,77387,NA,5,NA,20170206615904,807.3,901,2,1,100,0,0,0,0,99,1,0,0,9800,999999999
"1110",2018,77948,3,NA,0,1,NA,917,1,0.68,41,49,3,7161,0,41620,0,28493,0,0,1,1,1,0,1,0,0,2,1,2,0,600,5,3,1,40912859975909,7011,77948,NA,3,NA,0,684.94,301,11,2,100,0,0,0,0,99,1,0,0,28493,999999999
"1111",2018,78748,3,NA,20170104074300,1,NA,874.99,1,0.68,41,32,3,4130,32003,29820,0,102000,4266,1497,0,0,1,0,1,0,0,1,1,1,0,820,11,3,0,609365258210907,6011,78576,NA,2,NA,20170104074302,874.99,201,64,1,100,10,2,14,0,11,91,0,1,102000,35000
"1112",2018,79822,3,NA,0,1,NA,1298.83,1,0.68,42,53,4,5270,53057,34580,0,55000,1124,437,0,0,1,0,1,0,0,3,2,0,0,842,1,3,1,321950490431105,8011,79757,NA,2,NA,0,1298.83,201,40,2,100,34,1,0,1,99,20,5,1,55000,0
"1113",2018,80090,3,NA,20180106781500,1,NA,1561.13,1,0.68,42,53,3,7601,0,42660,0,123180,0,0,1,1,1,0,1,0,0,3,2,0,0,842,11,3,0,321540333291105,8011,80025,NA,4,NA,20180106781504,1986.58,301,10,1,100,0,0,0,0,99,1,0,0,123180,999999999
"1114",2018,80136,3,NA,20170306954500,1,NA,3677.97,1,0.68,42,53,2,7601,53033,42660,3,30106,0,0,1,1,1,0,1,0,0,99,0,99,0,830,7,3,0,524310317003345,6011,80071,NA,1,NA,20170306954501,3677.97,101,28,1,100,10,2,21,0,11,111,5,1,10105,10105
"1115",2018,80469,3,NA,20180206779800,1,NA,2083.62,1,0.68,42,53,3,7601,0,42660,0,297077,14672,6000,0,0,1,0,1,0,0,1,2,0,0,843,11,3,0,305503705310961,8011,80404,NA,5,NA,20180206779803,1786.02,301,13,1,100,0,0,0,0,99,1,0,0,297077,999999999
"1116",2018,80574,3,NA,20161207006000,1,NA,1573.53,1,0.68,42,53,3,7601,0,42660,0,81285,368,3400,0,0,1,0,1,0,0,2,2,0,0,830,11,3,0,471239004950918,6011,80509,NA,2,NA,20161207006002,1573.53,201,36,2,100,34,1,21,1,99,81,3,1,81285,-545
"1117",2018,81807,3,NA,20161205464200,1,NA,1053.58,1,0.68,42,41,3,6442,0,38900,0,25000,0,0,2,0,2,300,2,7,12,0,0,98,10800,730,11,3,0,101360301801406,6011,81734,NA,5,NA,20161205464208,879.92,301,14,1,100,0,0,0,0,99,1,0,0,25000,999999999
"1118",2018,82871,3,NA,0,1,NA,1601.85,1,0.68,42,6,4,3220,6031,25260,0,80000,-4044,2700,0,0,1,0,1,0,0,0,0,98,0,740,11,3,1,6009133610590,7011,82746,NA,2,NA,0,1601.85,201,54,2,100,10,2,28,0,11,73,5,1,80000,30000
"1119",2018,83452,3,NA,20180300922700,1,NA,3443.48,1,0.68,42,6,3,4484,6037,31080,0,44247,0,0,1,1,1,0,1,0,0,99,0,99,0,843,11,3,0,687830557641010,8011,83327,NA,2,NA,20180300922703,4057.92,301,29,2,100,10,2,21,0,22,73,5,1,44247,16000
"1120",2018,84407,3,NA,0,1,NA,1347.09,1,0.68,42,6,3,4484,6037,31080,0,69600,12870,1750,0,0,1,0,1,0,0,99,0,99,0,300,11,1,1,20412817008622,6011,84282,NA,2,NA,0,1347.09,201,71,2,100,36,1,0,1,99,92,0,1,69600,20400
"1121",2018,85247,3,NA,0,1,NA,1481.66,1,0.68,42,6,2,4484,6059,31080,1,98000,0,0,1,1,1,0,1,0,0,99,0,99,0,730,7,3,1,612991090130,6011,85122,NA,1,NA,0,1481.66,101,61,2,100,32,1,0,1,99,81,0,1,98000,0
"1122",2018,85312,3,NA,0,1,NA,1501.23,1,0.68,42,6,2,4484,6059,31080,4,34836,0,0,1,1,1,0,1,0,0,99,0,99,0,710,6,3,1,680470364031300,6011,85187,NA,1,NA,0,1501.23,101,41,2,100,10,2,21,0,11,73,5,1,34836,34836
"1123",2018,86771,3,NA,20170200937200,1,NA,1979.01,1,0.68,42,6,3,6921,6067,40900,0,79451,0,0,1,1,1,0,1,0,0,2,1,2,0,820,12,3,0,655580976071100,6011,86715,NA,1,NA,20170200937201,1979.01,101,46,2,652,10,2,27,0,11,73,5,1,38951,38951
"1124",2018,86862,3,NA,20170100674300,1,NA,2042.72,1,0.68,42,6,2,6921,6067,40900,1,73200,0,0,1,1,1,0,1,0,0,1,2,0,0,830,7,3,0,608010034610963,6011,86806,NA,4,NA,20170100674304,1776.01,301,4,2,100,0,0,0,0,99,1,0,0,73200,999999999
"1125",2018,87230,3,NA,20170200841800,1,NA,1902.34,1,0.68,42,6,3,7321,6073,41740,0,110507,10664,2400,0,0,1,0,1,0,0,99,0,99,0,841,6,3,0,157910060328810,6011,87174,NA,1,NA,20170200841801,1902.34,101,31,1,100,10,2,21,0,11,123,5,1,110507,75503
"1126",2018,88896,3,NA,20180100516000,1,NA,1965.02,1,0.68,42,6,2,7401,0,41940,1,61123,17405,1800,0,0,1,0,1,0,0,0,0,98,0,841,11,3,0,7740618004673,8011,88840,NA,1,NA,20180100516001,1965.02,101,42,1,100,10,2,21,0,11,81,5,1,61123,35008
"1127",2018,90400,3,NA,20180200201000,1,NA,301.72,1,0.68,42,2,3,9999,0,99998,0,77070,17405,5961,0,0,1,0,1,0,0,3,2,0,0,842,11,3,0,203012063210169,8111,90400,NA,3,NA,20180200201005,314.94,301,12,2,100,0,0,0,0,99,1,0,0,77070,999999999
"1128",2018,91662,3,NA,20180101920700,1,NA,425.42,1,0.68,42,15,2,8640,15003,46520,0,177479,17405,625,0,0,1,0,1,0,0,1,2,0,0,841,11,3,0,405347501121103,8011,91662,NA,1,NA,20180101920701,425.42,101,68,2,651,36,1,0,1,99,73,0,1,155479,34479
"1129",2018,91924,3,NA,0,1,NA,405.42,1,0.68,42,15,2,8640,15003,46520,0,59000,17405,3000,0,0,1,0,1,0,0,99,0,99,0,500,11,3,1,951285190708146,5011,91924,NA,1,NA,0,405.42,101,69,2,651,36,1,0,1,99,73,0,1,59000,9000
"1130",2019,2053,11,531.0295,20191000206000,NA,NA,NA,1,NA,42,2,1,9998,0,99998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,9170219097271,10111,NA,2,2,540.775,20191000206002,NA,301,40,1,802,36,1,0,1,99,81,5,1,NA,NA
"1131",2019,2714,11,5407.6769,20190800276500,NA,NA,NA,1,NA,41,4,2,6201,4013,38060,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,NA,NA,552084173001241,10011,NA,2,5,2140.4248,20190800276505,NA,301,11,1,100,0,0,0,0,99,1,0,0,NA,NA
"1132",2019,2925,11,5246.2028,20191100292500,NA,NA,NA,1,NA,41,4,3,6201,4013,38060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,NA,NA,NA,51980511047444,9012,NA,1,4,4752.5018,20191100292504,NA,701,13,1,200,0,0,0,0,99,1,0,0,NA,NA
"1133",2019,5776,11,3168.2451,20191000575700,NA,NA,NA,1,NA,42,6,2,4484,6037,31080,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,200611797800159,10011,NA,1,2,3168.2451,20191000575702,NA,1114,38,1,100,10,2,22,0,11,111,5,1,NA,NA
"1134",2019,6250,11,4248.1365,20180800627900,NA,NA,NA,1,NA,42,6,2,6780,0,40140,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,NA,NA,NA,510103950591236,9011,NA,1,4,4859.4921,20180800627904,NA,301,23,2,100,34,1,0,1,99,92,3,1,NA,NA
"1135",2019,6349,11,3708.7583,20191000633500,NA,NA,NA,1,NA,42,6,2,7365,6001,41860,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,NA,NA,NA,560647130908510,10011,NA,1,2,3708.7583,20191000633502,NA,201,50,2,652,34,1,0,1,99,73,5,1,NA,NA
"1136",2019,6543,11,3246.7636,20180900646300,NA,NA,NA,1,NA,42,6,2,4484,6037,31080,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,NA,650490356221020,9011,NA,1,1,3422.5974,20180900646301,NA,101,63,1,651,10,2,22,0,41,20,0,1,NA,NA
"1137",2019,7328,11,3505.2991,20190900730700,NA,NA,NA,1,NA,42,6,3,7363,6095,46700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,4480512015617,10011,NA,2,2,3505.2991,20190900730702,NA,201,45,2,100,10,2,22,0,11,111,5,1,NA,NA
"1138",2019,7844,11,3491.8463,20180800783200,NA,NA,NA,1,NA,42,6,3,4484,6059,31080,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,140060060233066,9011,NA,2,2,3520.9362,20180800783202,NA,201,43,1,100,10,2,14,0,11,111,5,1,NA,NA
"1139",2019,8311,11,3796.0949,20191100831100,NA,NA,NA,1,NA,42,6,3,7321,6073,41740,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,NA,NA,NA,301056865004631,9012,NA,1,1,3796.0949,20191100831101,NA,101,35,2,100,10,2,27,0,41,111,5,1,NA,NA
"1140",2019,8960,11,3786.7159,20190800899600,NA,NA,NA,1,NA,42,6,3,8731,6111,37100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,NA,NA,NA,706997501860007,10011,NA,2,2,3786.7159,20190800899602,NA,201,45,2,100,10,2,28,0,41,91,5,1,NA,NA
"1141",2019,10730,11,2695.5062,20190801077300,NA,NA,NA,1,NA,11,9,2,1161,9001,14860,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,NA,NA,NA,961498011500071,10011,NA,2,1,2515.7479,20190801077301,NA,101,64,1,100,10,2,23,0,11,123,0,1,NA,NA
"1142",2019,10840,11,2204.3462,20191001086700,NA,NA,NA,1,NA,11,9,3,9240,9015,49340,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,NA,NA,116140090048223,10011,NA,2,2,1457.0311,20191001086702,NA,301,4,1,100,0,0,0,0,99,1,0,0,NA,NA
"1143",2019,11798,11,1140.854,20191101179800,NA,NA,NA,1,NA,31,10,4,2190,10001,20100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,NA,NA,305116503010374,10011,NA,1,1,994.2581,20191101179801,NA,101,56,1,200,10,2,22,0,11,71,0,1,NA,NA
"1144",2019,12939,11,306.8961,20180801316500,NA,NA,NA,1,NA,31,11,2,8840,11001,47900,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,NA,NA,NA,211755150709264,9011,NA,4,1,306.8961,20180801316501,NA,101,85,1,100,36,1,0,1,99,92,0,2,NA,NA
"1145",2019,13848,11,4005.9442,20191101384800,NA,NA,NA,1,NA,31,12,2,8240,0,45220,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,NA,NA,NA,100103563210856,10011,NA,2,3,3153.2531,20191101384803,NA,301,14,1,100,0,0,0,0,99,1,0,0,NA,NA
"1146",2019,13991,11,3829.8681,20190801398800,NA,NA,NA,1,NA,31,12,2,8280,12103,45300,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,138951020188851,10011,NA,1,4,3261.5844,20190801398804,NA,301,28,2,100,34,1,0,1,99,111,3,1,NA,NA
"1147",2019,14317,11,6829.8089,20191001431800,NA,NA,NA,1,NA,31,12,2,5001,12086,33100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,NA,NA,NA,400150920210886,10011,NA,4,1,6829.8089,20191001431801,NA,101,26,1,200,10,2,22,0,11,81,5,1,NA,NA
"1148",2019,16902,11,3971.5158,20191101690200,NA,NA,NA,1,NA,31,12,4,9999,0,99998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,NA,206410183291001,10011,NA,1,2,4178.277,20191101690202,NA,501,47,2,100,10,2,23,0,11,73,5,1,NA,NA
"1149",2019,17816,11,3232.8975,20190901775500,NA,NA,NA,1,NA,31,13,3,521,13135,12060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,NA,NA,NA,510008781399513,10011,NA,1,1,3232.8975,20190901775501,NA,101,70,2,100,36,1,0,1,99,81,0,1,NA,NA
"1150",2019,19452,11,676.225,20181101973300,NA,NA,NA,1,NA,42,15,4,3715,0,27980,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,NA,NA,NA,471055003910276,9111,NA,1,1,676.225,20181101973301,NA,101,71,2,100,36,1,0,1,99,111,0,1,NA,NA
"1151",2019,20892,11,3672.7205,20191102089200,NA,NA,NA,1,NA,21,17,2,1605,0,16980,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,471727140704363,10011,NA,1,1,3672.7205,20191102089201,NA,101,70,1,100,36,1,0,1,99,73,0,1,NA,NA
"1152",2019,21448,11,3329.6096,20180802163600,NA,NA,NA,1,NA,21,17,3,1605,17097,16980,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,NA,NA,NA,150591070060756,9011,NA,2,3,3479.8698,20180802163603,NA,301,29,2,100,10,2,22,0,41,81,4,1,NA,NA
"1153",2019,24430,11,2169.8393,20181102482600,NA,NA,NA,1,NA,22,20,3,3760,20091,28140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,NA,NA,NA,20011311422938,9011,NA,2,2,1951.9873,20181102482602,NA,1115,6,1,100,0,0,0,0,99,1,0,0,NA,NA
"1154",2019,26032,11,1893.2616,20190802595200,NA,NA,NA,1,NA,33,22,2,760,22033,12940,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,NA,NA,NA,20210701694031,9112,NA,1,1,1893.2616,20190802595201,NA,101,85,2,100,32,1,0,1,99,81,0,2,NA,NA
"1155",2019,29603,11,3408.1209,20191002955600,NA,NA,NA,1,NA,11,25,3,9240,25027,49340,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,10004922393605,10011,NA,2,2,2451.8792,20191002955602,NA,201,35,1,100,10,2,22,0,11,111,5,1,NA,NA
"1156",2019,29672,11,2703.5544,20190802953200,NA,NA,NA,1,NA,11,25,3,1125,25021,14460,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,NA,NA,20510776208030,10011,NA,2,1,2366.8087,20190802953201,NA,101,74,1,100,36,1,0,1,99,73,0,1,NA,NA
"1157",2019,29835,11,2605.6945,20190802968500,NA,NA,NA,1,NA,11,25,3,1125,25017,14460,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,NA,NA,NA,109092050195291,10011,NA,2,4,2273.9474,20190802968504,NA,301,13,2,100,0,0,0,0,99,1,0,0,NA,NA
"1158",2019,30209,11,2635.8334,20190903006200,NA,NA,NA,1,NA,11,25,3,1125,25017,14460,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,NA,NA,NA,452672180706107,10111,NA,2,2,2829.2487,20190903006202,NA,201,65,1,100,36,1,0,1,99,81,0,1,NA,NA
"1159",2019,31547,11,4165.5211,20191103154700,NA,NA,NA,1,NA,21,26,3,440,26161,11460,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,615390851371002,9012,NA,1,1,4165.5211,20191103154701,NA,101,19,1,100,34,1,0,1,99,81,3,1,NA,NA
"1160",2019,32810,11,2776.8235,20191003277100,NA,NA,NA,1,NA,22,27,1,9998,0,99998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,78067205202401,10011,NA,2,1,2776.8235,20191003277101,NA,101,85,2,100,36,1,0,1,99,30,0,1,NA,NA
"1161",2019,35219,11,2906.3159,20181103570100,NA,NA,NA,1,NA,22,29,3,7920,0,44180,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,NA,NA,NA,993440792871002,9011,NA,2,2,2906.3159,20181103570102,NA,201,43,2,100,10,2,22,0,11,125,5,1,NA,NA
"1162",2019,38386,11,2444.4015,20191003832400,NA,NA,NA,1,NA,41,32,3,4130,32003,29820,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,NA,NA,110708293645962,9012,NA,2,2,2339.28,20191003832402,NA,201,23,1,100,10,2,22,0,11,73,5,1,NA,NA
"1163",2019,38447,11,2159.508,20190803825000,NA,NA,NA,1,NA,41,32,3,9999,0,99998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,NA,NA,NA,227150937581203,9012,NA,2,1,2159.508,20190803825001,NA,101,33,2,100,10,2,22,0,11,73,5,1,NA,NA
"1164",2019,41497,11,885.5705,20181104205500,NA,NA,NA,1,NA,41,35,3,200,0,10740,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,NA,53694140609202,9011,NA,1,2,833.9834,20181104205502,NA,201,74,1,100,10,2,22,0,11,81,0,1,NA,NA
"1165",2019,41976,11,838.2321,20190904176100,NA,NA,NA,1,NA,41,35,1,9998,0,99998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,NA,NA,NA,521260502871103,10011,NA,2,1,0,20190904176101,NA,101,29,1,100,1,0,26,0,99,111,0,0,NA,NA
"1166",2019,42468,11,4975.5114,20190904225900,NA,NA,NA,1,NA,12,36,2,5606,36005,35620,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,30611786352204,10011,NA,1,1,4975.5114,20190904225901,NA,101,61,2,100,32,1,0,1,99,60,0,2,NA,NA
"1167",2019,42982,11,4631.7393,20180904349100,NA,NA,NA,1,NA,12,36,2,5606,36061,35620,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,NA,NA,NA,316856801763306,9011,NA,2,2,4631.7393,20180904349102,NA,201,24,2,100,34,1,0,1,99,111,3,1,NA,NA
"1168",2019,45392,11,4709.9406,20191104539200,NA,NA,NA,1,NA,31,37,2,3121,37067,49180,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,NA,NA,NA,171913070061166,10011,NA,1,4,2712.6552,20191104539204,NA,301,9,1,100,0,0,0,0,99,1,0,0,NA,NA
"1169",2019,47377,11,334.3977,20190804716800,NA,NA,NA,1,NA,22,38,1,9998,0,99998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,NA,NA,NA,800301697810557,10011,NA,2,3,409.6641,20190804716803,NA,301,18,1,100,34,1,22,1,99,60,1,1,NA,NA
"1170",2019,47952,11,409.063,20181104858400,NA,NA,NA,1,NA,22,38,4,9999,0,99998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,728578401690302,9011,NA,2,2,409.063,20181104858402,NA,201,50,2,100,10,2,22,0,11,81,5,1,NA,NA
"1171",2019,50451,11,2779.2749,20191005031400,NA,NA,NA,1,NA,33,40,3,8560,0,46140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,NA,NA,NA,610003384126330,10011,NA,1,1,2779.2749,20191005031401,NA,101,46,2,801,10,2,14,0,11,111,5,1,NA,NA
"1172",2019,51140,11,1879.3751,20191105114000,NA,NA,NA,1,NA,42,41,2,6442,0,38900,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,NA,NA,NA,401870916096146,10011,NA,2,1,1879.3751,20191105114001,NA,101,55,2,100,10,2,28,0,11,91,0,1,NA,NA
"1173",2019,51337,11,1867.1677,20180805198000,NA,NA,NA,1,NA,42,41,3,6442,0,38900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,101400308110170,9011,NA,2,2,2169.3616,20180805198002,NA,301,6,1,651,0,0,0,0,99,1,0,0,NA,NA
"1174",2019,52933,11,3659.8141,20181105359300,NA,NA,NA,1,NA,12,42,3,6280,42125,38300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,NA,NA,NA,424809180300208,9011,NA,2,2,3400.7698,20181105359302,NA,301,9,1,100,0,0,0,0,99,1,0,0,NA,NA
"1175",2019,55018,11,1891.9421,20190905477500,NA,NA,NA,1,NA,31,45,3,1440,0,16700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,NA,NA,NA,407360614044548,9111,NA,4,4,1909.9976,20190905477504,NA,301,11,1,651,0,0,0,0,99,1,0,0,NA,NA
"1176",2019,55359,11,2062.1851,20181005596700,NA,NA,NA,1,NA,31,45,1,9998,0,99998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,404220114075551,9111,NA,2,1,1614.2725,20181005596701,NA,101,43,1,200,10,2,22,0,11,91,5,1,NA,NA
"1177",2019,56189,11,629.6814,20180805691700,NA,NA,NA,1,NA,22,46,1,9998,0,99998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,NA,NA,NA,964161170206307,9011,NA,1,1,629.6814,20180805691701,NA,101,27,2,100,10,2,22,0,11,81,5,1,NA,NA
"1178",2019,57106,11,2561.542,20190905685400,NA,NA,NA,1,NA,32,47,3,1560,0,16860,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,NA,NA,NA,108724070073627,10111,NA,2,2,2440.7735,20190905685402,NA,201,70,1,100,36,1,0,1,99,123,0,1,NA,NA
"1179",2019,58081,11,6143.3734,20181105880300,NA,NA,NA,1,NA,33,48,2,1922,0,19100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,40810927080069,9011,NA,2,2,6143.3734,20181105880302,NA,201,31,2,200,10,2,23,0,11,123,5,1,NA,NA
"1180",2019,58735,11,5334.2983,20190905848100,NA,NA,NA,1,NA,33,48,2,3362,0,26420,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,410003334384548,10011,NA,2,1,4831.4297,20190905848101,NA,101,47,1,651,10,2,22,0,12,81,5,1,NA,NA
"1181",2019,59662,11,4322.1776,20181106039500,NA,NA,NA,1,NA,33,48,3,7240,0,41700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,NA,NA,NA,40811994709937,9011,NA,1,1,4322.1776,20181106039501,NA,101,39,2,100,10,2,22,0,11,73,5,1,NA,NA
"1182",2019,60166,11,3976.5046,20181106091700,NA,NA,NA,1,NA,33,48,3,1922,0,19100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,NA,NA,NA,310407874130908,9011,NA,1,5,4369.122,20181106091705,NA,901,21,2,100,34,1,0,1,99,73,3,1,NA,NA
"1183",2019,60205,11,4095.7233,20181106094400,NA,NA,NA,1,NA,33,48,3,3362,0,26420,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,NA,NA,NA,384026151001448,9011,NA,2,1,4404.4304,20181106094401,NA,101,40,1,100,10,2,22,0,11,123,5,1,NA,NA
"1184",2019,61520,11,4178.7434,20181006214900,NA,NA,NA,1,NA,33,48,4,4600,0,31180,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,55078399404581,9011,NA,2,4,3941.2726,20181006214904,NA,301,6,1,100,0,0,0,0,99,1,0,0,NA,NA
"1185",2019,61562,11,3868.7817,20181006219400,NA,NA,NA,1,NA,33,48,4,9999,0,99998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,116464080099472,9011,NA,2,1,3868.7817,20181006219401,NA,101,43,2,100,10,2,22,0,11,91,5,1,NA,NA
"1186",2019,61931,11,1668.325,20191106193100,NA,NA,NA,1,NA,41,49,2,6520,0,39340,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,171069321405481,10011,NA,1,2,1668.325,20191106193102,NA,1115,26,1,100,10,2,22,0,11,111,5,1,NA,NA
"1187",2019,64028,11,5378.9073,20190906376800,NA,NA,NA,1,NA,31,51,2,5721,51700,47260,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,NA,NA,NA,50110160370286,9012,NA,2,1,5378.9073,20190906376801,NA,101,27,1,300,10,2,25,0,11,111,5,1,NA,NA
"1188",2019,64526,11,3230.3869,20181106528000,NA,NA,NA,1,NA,31,51,3,6761,0,40060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,NA,NA,NA,160220506911005,9011,NA,1,2,3231.3705,20181106528002,NA,1114,59,2,100,34,1,0,1,99,91,0,1,NA,NA
