prodvec,modelvec,newmodv,model_year,id,firmid,market,hpwt,space,air,mpd,price,mpg,quantity,share,share_out,japan,euro
DGCHLN,DGCHLN,DGCHLN81,81,2272,16,13,0.382117,1.188000,0.0000,1.926189,8.374498,2.400000,14.024,0.000164,0.908478,0,0
DG400,DG400,DG40083,83,2273,16,13,0.378727,1.255800,0.0000,2.247220,8.524096,2.800000,28.593,0.000335,0.908478,0,0
DG600,DG600,DG60083,83,2274,16,13,0.372425,1.283400,0.0000,2.006446,8.876506,2.500000,33.882,0.000397,0.908478,0,0
DGDIPL,DGDIPL,DGDIPL80,80,2275,16,13,0.271003,1.545000,0.0000,1.524899,8.281124,1.900000,22.498,0.000264,0.908478,0,0
DGMIRA,DGMIRA,DGMIRA80,80,2277,16,13,0.271903,1.533000,0.0000,1.524899,9.047189,1.900000,4.417,0.000052,0.908478,0,0
FDESCO,FDESCO,FDESCO81,81,2279,18,13,0.347222,1.082400,0.0000,2.648509,5.661647,3.300000,326.333,0.003826,0.908478,0,0
FDEXP,FDEXP,FDEXP82,82,2281,18,13,0.324675,1.128600,0.0000,2.247220,6.451807,2.800000,19.574,0.000229,0.908478,0,0
FDFRMO,FDFRMO,FDFRMO78,78,2282,18,13,0.332951,1.391600,0.0000,1.685415,6.149598,2.100000,37.521,0.000440,0.908478,0,0
FDMUST,FDMUST,FDMUST74,74,2284,18,13,0.317055,1.260000,0.0000,1.765673,7.468876,2.200000,116.976,0.001372,0.908478,0,0
FDLTD,FDLTD,FDLTD83,83,2287,18,13,0.303242,1.398700,0.0000,1.685415,7.808233,2.100000,285.301,0.003345,0.908478,0,0
FDTHNB,FDTHNB,FDTHNB83,83,2292,18,13,0.390117,1.425600,0.0000,1.685415,9.233936,2.100000,134.71,0.001579,0.908478,0,0
LCTWNC,LCTWNC,LCTWNC81,81,2294,18,13,0.320039,1.730100,1.0000,1.364384,16.990964,1.700000,59.626,0.000699,0.908478,0,0
LCMARK,LCMARK,LCMARK80,80,2295,18,13,0.324675,1.706400,1.0000,1.364384,20.310241,1.700000,28.257,0.000331,0.908478,0,0
LCCONT,LCCONT,LCCONT82,82,2296,18,13,0.349556,1.494800,1.0000,1.364384,21.069277,1.700000,13.691,0.000161,0.908478,0,0
MCLYNX,MCLYNX,MCLYNX81,81,2297,18,13,0.364204,1.082400,0.0000,2.648509,5.774096,3.300000,78.876,0.000925,0.908478,0,0
MCLN7,MCLN7,MCLN782,82,2299,18,13,0.337187,1.128600,0.0000,2.247220,7.427711,2.800000,4.694,0.000055,0.908478,0,0
MCZEPH,MCZEPH,MCZEPH78,78,2300,18,13,0.330798,1.391600,0.0000,1.685415,6.571285,2.100000,11.583,0.000136,0.908478,0,0
MCCAPR,MCCAPR,MCCAPR79,79,2302,18,13,0.336037,1.260000,0.0000,1.765673,7.184739,2.200000,22.708,0.000266,0.908478,0,0
MCCOUG,MCCOUG,MCCOUG81,81,2305,18,13,0.298866,1.425600,0.0000,1.685415,9.559237,2.100000,87.933,0.001031,0.908478,0,0
MCMARQ,MCMARQ,MCMARQ83,83,2307,18,13,0.315789,1.398700,0.0000,2.086704,7.924699,2.600000,65.184,0.000764,0.908478,0,0
MCGRDM,MCGRDM,MCGRDM83,83,2310,18,13,0.345653,1.626400,0.0000,1.364384,10.761044,1.700000,96.659,0.001133,0.908478,0,0
ODFREN,ODFREN,ODFREN82,82,2312,19,13,0.363937,1.150500,0.0000,2.086704,7.122490,2.600000,44.753,0.000525,0.908478,0,0
ODOMEG,ODOMEG,ODOMEG80,80,2314,19,13,0.363206,1.281000,0.0000,2.166962,7.706827,2.700000,49.818,0.000584,0.908478,0,0
ODCTLC,ODCTLC,ODCTLC82,82,2320,19,13,0.338983,1.323000,0.0000,1.926189,8.927711,2.400000,191.72,0.002248,0.908478,0,0
ODDELT,ODDELT,ODDELT77,77,2322,19,13,0.306834,1.686300,0.0000,1.524899,9.120482,1.900000,228.77,0.002682,0.908478,0,0
OD98,OD98,OD9881,81,2325,19,13,0.321750,1.709400,1.0000,1.444641,13.172691,1.800000,119.528,0.001401,0.908478,0,0
ODTORN,ODTORN,ODTORN83,83,2327,19,13,0.376041,1.483200,1.0000,1.364384,15.313253,1.700000,41.791,0.000490,0.908478,0,0
PLCOLT,PLCOLT,PLCOLT83,83,2329,16,13,0.328037,1.014300,0.0000,3.130056,5.569277,3.900000,34.513,0.000405,0.908478,1,0
PLHORI,PLHORI,PLHORI80,80,2330,16,13,0.285057,1.089000,0.0000,2.728767,5.864458,3.400000,56.763,0.000666,0.908478,0,0
PLTURI,PLTURI,PLTURI83,83,2331,16,13,0.278527,1.165800,0.0000,2.728767,6.404618,3.400000,36.497,0.000428,0.908478,0,0
PLRELI,PLRELI,PLRELI83,83,2332,16,13,0.404649,1.214400,0.0000,2.327478,6.744980,2.900000,157.247,0.001844,0.908478,0,0
PLSAPO,PLSAPO,PLSAPO78,78,2334,16,13,0.367242,1.188000,0.0000,1.926189,8.374498,2.400000,11.571,0.000136,0.908478,0,0
PLGRNF,PLGRNF,PLGRNF81,81,2335,16,13,0.263775,1.545000,0.0000,1.524899,8.281124,1.900000,15.101,0.000177,0.908478,0,0
PTT100,PTT100,PTT10081,81,2337,19,13,0.303313,1.023000,0.0000,2.407736,5.808233,3.000000,34.173,0.000401,0.908478,0,0
PT2000,PT2000,PT200083,83,2338,19,13,0.348259,1.214400,0.0000,2.487994,6.647590,3.100000,88.313,0.001035,0.908478,0,0
PTPHOE,PTPHOE,PTPHOE80,80,2340,19,13,0.355591,1.288000,0.0000,2.166962,7.115462,2.700000,24.362,0.000286,0.908478,0,0
PT6000,PT6000,PT600082,82,2342,19,13,0.331248,1.304100,0.0000,2.006446,8.603414,2.500000,92.513,0.001085,0.908478,0,0
PTFIRB,PTFIRB,PTFIRB72,72,2344,19,13,0.379310,1.387000,0.0000,1.605157,8.583333,2.000000,90.777,0.001064,0.908478,0,0
PTBNNV,PTBNNV,PTBNNV80,80,2346,19,13,0.341933,1.440000,0.0000,1.685415,8.934739,2.100000,84.122,0.000986,0.908478,0,0
PTGRNP,PTGRNP,PTGRNP78,78,2350,19,13,0.337320,1.474600,0.0000,1.685415,8.732932,2.100000,89.355,0.001048,0.908478,0,0
ARGTV6,ARGTV6,ARGTV681,81,2480,20,13,0.545519,1.108800,0.0000,1.765673,18.067269,2.200000,3.002,0.000035,0.908478,0,1
AD5000,AD5000,AD500083,83,2482,7,13,0.369959,1.330000,1.0000,1.524899,14.412651,1.900000,29.663,0.000348,0.908478,0,1
AD4000,AD4000,AD400080,80,2484,7,13,0.344828,1.185900,0.0000,2.487994,11.827309,3.100000,13.166,0.000154,0.908478,0,1
BW320i,BW320i,BW320i81,81,2485,8,13,0.404000,1.107200,1.0000,2.006446,13.343373,2.500000,34.619,0.000406,0.908478,0,1
BW528e,BW528e,BW528e82,82,2486,8,13,0.409753,1.266300,1.0000,1.765673,24.081325,2.200000,16.004,0.000188,0.908478,0,1
BW733i,BW733i,BW733i81,81,2487,8,13,0.526163,1.405800,0.0000,1.524899,34.437751,1.900000,6.007,0.000070,0.908478,0,1
BW633c,BW633c,BW633c81,81,2488,8,13,0.540299,1.319200,1.0000,1.524899,39.367470,1.900000,2.613,0.000031,0.908478,0,1
DTSENT,DTSENT,DTSENT83,83,2489,2,13,0.362162,1.075200,0.0000,3.210314,4.968876,4.000000,209.889,0.002461,0.908478,1,0
DTPULS,DTPULS,DTPULS83,83,2491,2,13,0.364116,1.036800,0.0000,2.809025,6.324297,3.500000,13.524,0.000159,0.908478,1,0
DTSTAN,DTSTAN,DTSTAN82,82,2492,2,13,0.397291,1.128600,0.0000,2.487994,7.227912,3.100000,64.429,0.000755,0.908478,1,0
DT200S,DT200S,DT200S81,81,2493,2,13,0.394584,1.185900,0.0000,2.166962,8.031124,2.700000,31.158,0.000365,0.908478,1,0
DTMAXI,DTMAXI,DTMAXI83,83,2494,2,13,0.416667,1.214400,1.0000,1.765673,11.093373,2.200000,76.209,0.000894,0.908478,1,0
DT280Z,DT280Z,DT280Z81,81,2496,2,13,0.605653,1.165800,0.0000,1.605157,17.669679,2.000000,71.144,0.000834,0.908478,1,0
HD1300,HD1300,HD130082,82,2497,3,13,0.349690,0.938700,0.0000,3.130056,4.918675,3.900000,137.747,0.001615,0.908478,1,0
HDACCO,HDACCO,HDACCO76,76,2500,3,13,0.356803,1.095600,0.0000,2.568251,7.529116,3.200000,221.8,0.002601,0.908478,0,0
HDPREL,HDPREL,HDPREL83,83,2501,3,13,0.454545,1.139000,0.0000,2.086704,9.683735,2.600000,41.188,0.000483,0.908478,1,0
MZGLC,MZGLC,MZGLC79,79,2502,4,13,0.351421,1.024000,0.0000,2.728767,6.270080,3.400000,51.601,0.000605,0.908478,1,0
MZ626,MZ626,MZ62683,83,2504,4,13,0.344398,1.192600,0.0000,2.327478,7.826305,2.900000,69.561,0.000816,0.908478,1,0
MB240D,MB240D,MB240D74,74,2506,9,13,0.212361,1.356100,1.0000,2.247220,23.895582,2.800000,9.728,0.000114,0.908478,0,1
MB300D,MB300D,MB300D75,75,2507,9,13,0.223188,1.356100,1.0000,2.327478,31.097390,2.900000,42.765,0.000501,0.908478,0,1
MB380S,MB380S,MB380S82,82,2511,9,13,0.425824,1.504800,1.0000,1.364384,48.062249,1.700000,5.807,0.000068,0.908478,0,1
MB380S,MB380S,MB380S83,83,2512,9,13,0.442225,1.299300,1.0000,1.364384,43.202811,1.700000,9.255,0.000109,0.908478,0,1
PG505,PG505,PG50580,80,2514,14,13,0.321192,1.290300,0.0000,1.765673,11.912651,2.200000,14.791,0.000173,0.908478,0,1
PG604T,PG604T,PG604T82,82,2517,14,13,0.228571,1.351000,0.0000,1.765673,19.859438,2.200000,0.45,0.000005,0.908478,0,1
PS944,PS944,PS94483,83,2518,12,13,0.534579,1.173000,1.0000,1.765673,19.056225,2.200000,20.743,0.000243,0.908478,0,1
RNLECA,RNLECA,RNLECA80,80,2521,24,13,0.280220,0.858000,0.0000,2.648509,4.814257,3.300000,11.148,0.000131,0.908478,0,1
RN18i,RN18i,RN18i81,81,2522,24,13,0.362351,1.199300,0.0000,2.166962,8.428715,2.700000,6.053,0.000071,0.908478,0,1
RNFUEG,RNFUEG,RNFUEG83,83,2524,24,13,0.382514,1.185900,0.0000,2.086704,8.729920,2.600000,16.028,0.000188,0.908478,0,1
SA900,SA900,SA90081,81,2525,11,13,0.416667,1.259600,0.0000,1.845931,11.094378,2.300000,13.716,0.000161,0.908478,0,1
SBSTD,SBSTD,SBSTD81,81,2526,5,13,0.336585,0.957700,0.0000,2.568251,4.948795,3.200000,150.943,0.001770,0.908478,1,0
TYSTAR,TYSTAR,TYSTAR83,83,2528,1,13,0.330484,0.924000,0.0000,3.531346,5.821285,4.400000,6.717,0.000079,0.908478,1,0
TYTERC,TYTERC,TYTERC81,81,2529,1,13,0.312343,1.017600,0.0000,3.130056,5.018072,3.900000,147.971,0.001735,0.908478,1,0
TYCORO,TYCORO,TYCORO83,83,2531,1,13,0.330813,1.068800,0.0000,2.889283,6.162651,3.600000,143.43,0.001682,0.908478,1,0
TYCELI,TYCELI,TYCELI71,71,2533,1,13,0.420673,1.203600,0.0000,2.086704,7.328313,2.600000,117.836,0.001382,0.908478,1,0
TYCAMR,TYCAMR,TYCAMR83,83,2534,1,13,0.395529,1.179200,0.0000,2.568251,7.829317,3.200000,52.666,0.000617,0.908478,1,0
TYCRES,TYCRES,TYCRES83,83,2535,1,13,0.476985,1.239500,1.0000,1.685415,13.623494,2.100000,39.755,0.000466,0.908478,1,0
TYSUPR,TYSUPR,TYSUPR82,82,2537,1,13,0.505051,1.251200,0.0000,1.685415,14.204819,2.100000,26.972,0.000316,0.908478,1,0
VWRABB,VWRABB,VWRABB81,81,2538,7,13,0.393617,0.998400,0.0000,2.568251,6.651606,3.200000,9.542,0.000112,0.908478,0,1
VWJETT,VWJETT,VWJETT81,81,2540,7,13,0.348728,1.075200,0.0000,2.407736,8.242972,3.000000,21.736,0.000255,0.908478,0,1
VWSCIR,VWSCIR,VWSCIR76,76,2542,7,13,0.364712,1.062400,0.0000,2.327478,10.190763,2.900000,13.654,0.000160,0.908478,0,1
VWQUAN,VWQUAN,VWQUAN83,83,2543,7,13,0.345794,1.199300,0.0000,2.327478,11.325301,2.900000,16.343,0.000192,0.908478,0,1
VVDL,VVDL,VVDL81,81,2547,6,13,0.365687,1.285200,0.0000,2.006446,10.692771,2.500000,60.932,0.000714,0.908478,0,1
VVTURB,VVTURB,VVTURB83,83,2551,6,13,0.412338,1.285200,0.0000,1.605157,16.425703,2.000000,13.198,0.000155,0.908478,0,1
VV760G,VV760G,VV760G83,83,2553,6,13,0.436095,1.304100,0.0000,1.605157,18.860442,2.000000,8.964,0.000105,0.908478,0,1
AMENCO,AMENCO,AMENCO84,84,3000,15,14,0.288557,1.043900,0.0000,2.657508,5.538980,3.100000,69.235,0.000798,0.888114,0,0
AMALLI,AMALLI,AMALLI84,84,3001,15,14,0.294416,1.064700,0.0000,2.657508,5.735322,3.100000,100.366,0.001156,0.888114,0,0
AMEAGL,AMEAGL,AMEAGL84,84,3002,15,14,0.274977,1.307907,0.0000,2.057426,9.138595,2.400000,20.654,0.000238,0.888114,0,0
BKSKYH,BKSKYH,BKSKYH82,82,3006,19,14,0.353038,1.086860,0.0000,2.400330,7.076997,2.800000,121.858,0.001404,0.888114,0,0
BKSKYL,BKSKYL,BKSKYL80,80,3008,19,14,0.359094,1.247779,0.0000,2.143152,7.426372,2.500000,104.589,0.001205,0.888114,0,0
BKCENT,BKCENT,BKCENT82,82,3010,19,14,0.336012,1.280207,0.0000,2.143152,8.934552,2.500000,217.042,0.002501,0.888114,0,0
BKREGA,BKREGA,BKREGA84,84,3014,19,14,0.388319,1.436296,0.0000,1.800248,9.317613,2.100000,182.185,0.002099,0.888114,0,0
BKLESA,BKLESA,BKLESA84,84,3015,19,14,0.303700,1.664208,0.0000,1.628795,9.759384,1.900000,164.314,0.001893,0.888114,0,0
BKELEC,BKELEC,BKELEC84,84,3017,19,14,0.324338,1.423254,1.0000,1.457343,12.843118,1.700000,84.414,0.000973,0.888114,0,0
BKRIVI,BKRIVI,BKRIVI84,84,3019,19,14,0.339766,1.477190,1.0000,1.371617,15.379211,1.600000,53.398,0.000615,0.888114,0,0
CDCIMA,CDCIMA,CDCIMA84,84,3021,19,14,0.340689,1.125150,1.0000,2.314604,12.140520,2.700000,18.014,0.000208,0.888114,0,0
CDSEVI,CDSEVI,CDSEVI82,82,3022,19,14,0.354890,1.452032,1.0000,1.543069,21.624639,1.800000,35.349,0.000407,0.888114,0,0
CDDEVI,CDDEVI,CDDEVI82,82,3023,19,14,0.339111,1.666340,1.0000,1.457343,16.963426,1.700000,195.177,0.002249,0.888114,0,0
CDELDO,CDELDO,CDELDO84,84,3024,19,14,0.361543,1.443770,1.0000,1.543069,19.578441,1.800000,70.577,0.000813,0.888114,0,0
CVCHEV,CVCHEV,CVCHEV79,79,3026,19,14,0.280052,1.019082,0.0000,2.657508,5.132820,3.100000,164.917,0.001900,0.888114,0,0
CVCAVA,CVCAVA,CVCAVA84,84,3027,19,14,0.368818,1.155609,0.0000,2.400330,5.988450,2.800000,377.446,0.004349,0.888114,0,0
CVCITA,CVCITA,CVCITA80,80,3029,19,14,0.367119,1.206861,0.0000,2.314604,6.781521,2.700000,92.174,0.001062,0.888114,0,0
CVCELE,CVCELE,CVCELE84,84,3031,19,14,0.340363,1.323000,0.0000,2.143152,7.593840,2.500000,322.198,0.003712,0.888114,0,0
CVCAMA,CVCAMA,CVCAMA75,75,3035,19,14,0.371141,1.367184,0.0000,1.714521,7.935515,2.000000,202.172,0.002329,0.888114,0,0
CVMONT,CVMONT,CVMONT84,84,3037,19,14,0.346348,1.438872,0.0000,1.714521,8.600577,2.000000,115.93,0.001336,0.888114,0,0
CVIMPA,CVIMPA,CVIMPA81,81,3039,19,14,0.315277,1.599988,0.0000,1.628795,8.561116,1.900000,258.902,0.002983,0.888114,0,0
CVCORV,CVCORV,CVCORV84,84,3041,19,14,0.664075,1.253150,1.0000,1.371617,20.981713,1.600000,30.424,0.000351,0.888114,0,0
CRLeBA,CRLeBA,CRLeBA84,84,3042,16,14,0.384770,1.231630,0.0000,2.314604,8.644851,2.700000,98.83,0.001139,0.888114,0,0
CRLASE,CRLASE,CRLASE84,84,3044,16,14,0.392079,1.212750,0.0000,2.057426,8.485082,2.400000,53.131,0.000612,0.888114,0,0
CRE-CL,CRE-CL,CRE-CL84,84,3045,16,14,0.391304,1.278576,0.0000,2.143152,9.309913,2.500000,40.265,0.000464,0.888114,0,0
CRNEWY,CRNEWY,CRNEWY84,84,3046,16,14,0.523364,1.268331,0.0000,2.143152,11.607315,2.500000,39.303,0.000453,0.888114,0,0
CRFIFT,CRFIFT,CRFIFT84,84,3047,16,14,0.355191,1.533714,1.0000,1.457343,13.353224,1.700000,94.34,0.001087,0.888114,0,0
DGCOLT,DGCOLT,DGCOLT80,80,3048,16,14,0.369042,1.007860,0.0000,2.571782,5.427334,3.000000,69.379,0.000799,0.888114,1,0
DGARIE,DGARIE,DGARIE83,83,3050,16,14,0.413259,1.208046,0.0000,2.314604,6.658325,2.700000,111.984,0.001290,0.888114,0,0
DGDAYT,DGDAYT,DGDAYT84,84,3051,16,14,0.391614,1.212750,0.0000,2.057426,8.149182,2.400000,44.717,0.000515,0.888114,0,0
DG600,DG600,DG60083,83,3052,16,14,0.386115,1.279942,0.0000,2.143152,8.820982,2.500000,42.843,0.000494,0.888114,0,0
DGDIPL,DGDIPL,DGDIPL84,84,3053,16,14,0.376375,1.526294,0.0000,1.457343,8.500481,1.700000,28.623,0.000330,0.888114,0,0
FDESCO,FDESCO,FDESCO84,84,3054,18,14,0.384986,1.080101,0.0000,2.314604,5.615977,2.700000,353.578,0.004074,0.888114,0,0
FDTEMP,FDTEMP,FDTEMP84,84,3056,18,14,0.357751,1.166444,0.0000,2.314604,6.583253,2.700000,256.532,0.002956,0.888114,0,0
FDMUST,FDMUST,FDMUST74,74,3057,18,14,0.330330,1.237581,0.0000,2.057426,6.831569,2.400000,138.296,0.001593,0.888114,0,0
FDLTD,FDLTD,FDLTD83,83,3060,18,14,0.315186,1.395150,0.0000,1.971700,8.275265,2.300000,196.907,0.002269,0.888114,0,0
FDCRNV,FDCRNV,FDCRNV84,84,3063,18,14,0.375536,1.636025,0.0000,1.457343,9.446583,1.700000,169.253,0.001950,0.888114,0,0
FDTHUN,FDTHUN,FDTHUN84,84,3065,18,14,0.391007,1.404936,0.0000,1.714521,9.271415,2.000000,154.865,0.001784,0.888114,0,0
LCTOWN,LCTOWN,LCTOWN84,84,3067,18,14,0.447718,1.710390,1.0000,1.457343,17.768046,1.700000,90.869,0.001047,0.888114,0,0
LCMARK,LCMARK,LCMARK84,84,3068,18,14,0.386207,1.437852,1.0000,1.457343,20.892204,1.700000,29.496,0.000340,0.888114,0,0
LCCONT,LCCONT,LCCONT82,82,3069,18,14,0.373333,1.477152,1.0000,1.457343,20.951877,1.700000,31.11,0.000358,0.888114,0,0
MCLYNX,MCLYNX,MCLYNX84,84,3070,18,14,0.367647,1.080101,0.0000,2.314604,5.541867,2.700000,67.725,0.000780,0.888114,0,0
MCTOPA,MCTOPA,MCTOPA84,84,3072,18,14,0.355631,1.168430,0.0000,2.314604,6.737247,2.700000,73.454,0.000846,0.888114,0,0
MCCAPR,MCCAPR,MCCAPR79,79,3073,18,14,0.317919,1.237581,0.0000,2.057426,7.466795,2.400000,17.739,0.000204,0.888114,0,0
MCCOUG,MCCOUG,MCCOUG84,84,3076,18,14,0.391517,1.404936,0.0000,1.714521,9.603465,2.000000,120.964,0.001394,0.888114,0,0
MCMARQ,MCMARQ,MCMARQ83,83,3078,18,14,0.300546,1.395150,0.0000,1.971700,8.399423,2.300000,103.722,0.001195,0.888114,0,0
MCGRAN,MCGRAN,MCGRAN84,84,3081,18,14,0.370370,1.658500,0.0000,1.457343,11.203080,1.700000,143.594,0.001655,0.888114,0,0
ODFIRE,ODFIRE,ODFIRE84,84,3083,19,14,0.357578,1.145300,0.0000,2.314604,7.026949,2.700000,62.456,0.000720,0.888114,0,0
ODOMEG,ODOMEG,ODOMEG80,80,3085,19,14,0.363206,1.275944,0.0000,2.314604,7.538017,2.700000,34.103,0.000393,0.888114,0,0
ODCUTL,ODCUTL,ODCUTL75,75,3087,19,14,0.337838,1.440876,0.0000,1.800248,9.171319,2.100000,302.087,0.003481,0.888114,0,0
ODCIER,ODCIER,ODCIER84,84,3089,19,14,0.339358,1.309380,0.0000,2.143152,8.857555,2.500000,242.209,0.002791,0.888114,0,0
ODDELT,ODDELT,ODDELT77,77,3093,19,14,0.311526,1.664103,0.0000,1.628795,9.673725,1.900000,258.297,0.002976,0.888114,0,0
OD98,OD98,OD9884,84,3096,19,14,0.339312,1.686993,1.0000,1.457343,13.619827,1.700000,100.419,0.001157,0.888114,0,0
ODTORO,ODTORO,ODTORO84,84,3097,19,14,0.337473,1.470840,1.0000,1.371617,15.502406,1.600000,41.605,0.000479,0.888114,0,0
PLCOLT,PLCOLT,PLCOLT84,84,3099,16,14,0.381963,1.007860,0.0000,2.571782,5.427334,3.000000,69.379,0.000799,0.888114,1,0
PLHORI,PLHORI,PLHORI80,80,3101,16,14,0.297536,1.084384,0.0000,2.914686,5.732435,3.400000,78.298,0.000902,0.888114,0,0
PLRELI,PLRELI,PLRELI83,83,3102,16,14,0.406607,1.208046,0.0000,2.314604,6.658325,2.700000,138.154,0.001592,0.888114,0,0
PLGRAN,PLGRAN,PLGRAN84,84,3104,16,14,0.365374,1.526294,0.0000,1.457343,8.500481,1.700000,16.609,0.000191,0.888114,0,0
PT1000,PT1000,PT100084,84,3105,19,14,0.312801,1.004400,0.0000,2.657508,5.410010,3.100000,28.004,0.000323,0.888114,0,0
PT2000,PT2000,PT200083,83,3106,19,14,0.349127,1.190896,0.0000,2.486056,6.543792,2.900000,126.916,0.001462,0.888114,0,0
PTPHOE,PTPHOE,PTPHOE80,80,3108,19,14,0.373528,1.258311,0.0000,2.143152,6.823869,2.500000,13.202,0.000152,0.888114,0,0
PT6000,PT6000,PT600082,82,3110,19,14,0.334789,1.359360,0.0000,2.143152,8.539942,2.500000,125.828,0.001450,0.888114,0,0
PTFIER,PTFIER,PTFIER84,84,3114,19,14,0.377513,1.107223,0.0000,2.143152,7.390760,2.500000,93.485,0.001077,0.888114,0,0
PTFIRE,PTFIRE,PTFIRE84,84,3115,19,14,0.362098,1.374876,0.0000,1.714521,8.276227,2.000000,101.414,0.001169,0.888114,0,0
PTBONN,PTBONN,PTBONN84,84,3117,19,14,0.348542,1.433432,0.0000,1.800248,8.788258,2.100000,65.387,0.000753,0.888114,0,0
PTGRAN,PTGRAN,PTGRAN84,84,3119,19,14,0.343000,1.459737,0.0000,1.800248,8.801732,2.100000,71.609,0.000825,0.888114,0,0
PTPARI,PTPARI,PTPARI84,84,3121,19,14,0.315729,1.597866,0.0000,1.628795,9.510106,1.900000,62.084,0.000715,0.888114,0,0
ARGTV6,ARGTV6,ARGTV681,81,3124,20,14,0.545519,1.121360,0.0000,1.800248,18.286814,2.100000,3.702,0.000043,0.888114,0,1
AD5000,AD5000,AD500083,83,3126,7,14,0.351617,1.375878,1.0000,1.885974,15.861405,2.200000,41.651,0.000480,0.888114,0,1
AD4000,AD4000,AD400084,84,3128,7,14,0.397291,1.169092,1.0000,2.400330,12.492782,2.800000,10.43,0.000120,0.888114,0,1
BW318i,BW318i,BW318i84,84,3129,8,14,0.427966,1.145664,1.0000,2.314604,15.813282,2.700000,28.674,0.000330,0.888114,0,1
BW325e,BW325e,BW325e84,84,3130,8,14,0.640543,1.145664,1.0000,2.314604,20.182868,2.700000,15.773,0.000182,0.888114,0,1
BW528e,BW528e,BW528e82,82,3131,8,14,0.409753,1.247400,1.0000,1.885974,23.642926,2.200000,15.395,0.000177,0.888114,0,1
BW733i,BW733i,BW733i81,81,3133,8,14,0.526163,1.399566,1.0000,1.628795,34.971126,1.900000,8.359,0.000096,0.888114,0,1
BW633C,BW633C,BW633C84,84,3134,8,14,0.540299,1.315902,1.0000,1.628795,39.177093,1.900000,2.695,0.000031,0.888114,0,1
HD1500,HD1500,HD150084,84,3135,3,14,0.391753,1.045760,0.0000,3.000413,6.825794,3.500000,137.405,0.001583,0.888114,1,0
HDACCO,HDACCO,HDACCO84,84,3137,3,14,0.378688,1.143608,0.0000,2.743234,8.220404,3.200000,256.6,0.002957,0.888114,0,0
HDPREL,HDPREL,HDPREL83,83,3138,3,14,0.441306,1.131279,0.0000,1.971700,9.612127,2.300000,66.924,0.000771,0.888114,1,0
ISI-MA,ISI-MA,ISI-MA84,84,3139,13,14,0.333761,1.054926,0.0000,2.314604,6.289702,2.700000,4.427,0.000051,0.888114,1,0
ISIMPU,ISIMPU,ISIMPU84,84,3140,13,14,0.329188,1.125352,1.0000,2.057426,10.103946,2.400000,12.806,0.000148,0.888114,1,0
MZGLC,MZGLC,MZGLC79,79,3141,4,14,0.349614,1.070856,0.0000,3.000413,6.203080,3.500000,45.221,0.000521,0.888114,1,0
MZ626,MZ626,MZ62683,83,3142,4,14,0.348548,1.182370,0.0000,2.486056,7.598653,2.900000,71.407,0.000823,0.888114,1,0
MB190E,MB190E,MB190E84,84,3144,9,14,0.425612,1.156750,1.0000,1.971700,22.550529,2.300000,17.704,0.000204,0.888114,0,1
MB500S,MB500S,MB500S84,84,3147,9,14,0.475452,1.492077,1.0000,1.285891,50.000000,1.500000,4.557,0.000053,0.888114,0,1
MB380S,MB380S,MB380S84,84,3148,9,14,0.420624,1.452642,1.0000,2.228878,41.126083,2.600000,7.135,0.000082,0.888114,0,1
MTTRED,MTTRED,MTTRED84,84,3149,10,14,0.360440,1.120600,0.0000,2.143152,6.351299,2.500000,13.724,0.000158,0.888114,1,0
MTCORD,MTCORD,MTCORD84,84,3150,10,14,0.366890,1.127960,0.0000,2.143152,6.726660,2.500000,13.194,0.000152,0.888114,1,0
MTSTAR,MTSTAR,MTSTAR84,84,3151,10,14,0.512730,1.148316,0.0000,1.800248,12.039461,2.100000,6.375,0.000073,0.888114,1,0
NISENT,NISENT,NISENT84,84,3152,2,14,0.358628,1.067374,0.0000,3.000413,6.303176,3.500000,189.48,0.002183,0.888114,0,0
NIPULS,NIPULS,NIPULS84,84,3154,2,14,0.364116,1.036112,0.0000,3.000413,7.458133,3.500000,37.287,0.000430,0.888114,1,0
NISTAN,NISTAN,NISTAN84,84,3155,2,14,0.431303,1.137504,0.0000,2.657508,8.757459,3.100000,44.613,0.000514,0.888114,1,0
NI200S,NI200S,NI200S84,84,3156,2,14,0.445220,1.140576,0.0000,2.400330,8.122233,2.800000,63.465,0.000731,0.888114,1,0
NIMAXI,NIMAXI,NIMAXI84,84,3157,2,14,0.429953,1.195116,1.0000,1.971700,10.971126,2.300000,68.209,0.000786,0.888114,1,0
NI300Z,NI300Z,NI300Z84,84,3158,2,14,0.574919,1.159053,1.0000,1.714521,15.205967,2.000000,73.097,0.000842,0.888114,1,0
PG505,PG505,PG50580,80,3159,14,14,0.321192,1.277028,0.0000,1.885974,10.875842,2.200000,20.007,0.000231,0.888114,0,1
PS944,PS944,PS94483,83,3161,12,14,0.514759,1.161100,1.0000,1.885974,20.635226,2.200000,12.784,0.000147,0.888114,0,1
PS911,PS911,PS91184,84,3162,12,14,0.725689,1.097850,1.0000,1.457343,30.750722,1.700000,4.32,0.000050,0.888114,0,1
PS928s,PS928s,PS928s84,84,3163,12,14,0.698299,1.270311,1.0000,1.200165,42.348412,1.400000,2.327,0.000027,0.888114,0,1
RNSPOR,RNSPOR,RNSPOR84,84,3164,24,14,0.352850,1.206975,1.0000,2.143152,9.234841,2.500000,2.971,0.000034,0.888114,0,1
